qId	type	component_or_param	metric_delta	window	finding	confidence	flags	description
baseline	probe	基类快照 g.portfolio_value_proportion=[0.5,0,0.5,0]（小市值/ETF反弹/ETF轮动=七星/白马）	obj 0.4814 gate PASS / sharpe 3.17 / annual 56.67% / total 145.14% / maxDD 8.53%（Δ=0，家族基准）	train 2022-01-01→2023-12-31 (729d)	家族档案里记在「七星高照」名下的 0.4814 实测是 50% 小市值 + 50% ETF轮动 的混合口径而非纯同名腿；该数字逐位复现 2026-07-27 的 wiki §3 行，是继 [[打板短线]] 之后第二次独立确认该快照家族可信、同一 harness 纪元	high	⚠零滑点高估	不改一行代码跑不可变快照 study/七星高照/baseline.py（raw + 21 行冻结成本 OVERRIDE）；本地 normalize-train.tsv 无此行，故为新测非抄录。混合口径实测机理：win 70.35%(223W/94L, 317 笔) / P/L 2.42 / 持仓 59.76d / turnover 0.1330 / beta 0.2757 / vol 0.1732 / 回撤窗 2023-09-25→10-23
q-1	isolate	第 119 行 → [0,0,1,0]：纯 ETF轮动腿（= 家族同名的「七星高照」腿）满仓	obj DQ（sharpe 1.60 < 2.5 闸）/ annual 38.52%（vs 混合 56.67）/ maxDD 17.19%（vs 8.53，2.0×）/ vol 0.2251（vs 0.1732）/ turnover 0.1884（vs 0.1330）/ beta 0.140（vs 0.2757）	train 2022-01-01→2023-12-31 (729d)	同名腿单独跑不过闸（证伪项 sharpe≥2.5 未触发），但假设的「低回撤压舱物」推理被实测反证：它比混合回撤深 2.0×、波动高 1.3×、换手高 1.4×，同时年化 38.52% 远超预测的 15–25% —— 它是一条低 beta(0.140) 的收益腿，不是减震腿	high	⚠零滑点高估, isolate-scale-2x	cp baseline.py → variants/q-1.py 单行改 119；第 2846 行 proportion[0]>0 守卫整块跳过小市值腿全部调度（预期内、已核）。权重和 1.0 全额投资，无 idle-cash 混淆。⚠ 该腿按 total_value×1.0 定仓 = 基线内 0.5 权重的两倍规模，Δ 只作定性归因，不可做 0.5×q-1+0.5×q-2 的算术还原。自身：win 51.69%(46W/43L, 89 笔) / P/L 1.932 / 持仓 60.38d / 回撤窗 2023-09-15→12-11
q-5	regime	不可变快照分区间：2023 单年（无代码改动）	2023 total 22.15% / annual 22.22%（364d，annual≈total）/ sharpe 1.41 / maxDD 0.085291 回撤窗 2023-09-25→10-23（与全窗同窗口、同值到 5 位有效数字）	custom 2023-01-01→2023-12-31 (364d)	收益重心压在 2022：乘法近似反解 2022 ≈ +100.7% vs 2023 +22.15%（≈4.5× 不均衡，假设预测 30~55% 落空但两条证伪项 <15%/>90% 均未触发，故不是纯单年产物）；同时一条预注册检查被干净证伪 —— 头条 8.53% 的最大回撤不是跨年段，而是整段落在 2023-09-25→10-23 这一次 ETF轮动腿的秋季事件里	high	⚠零滑点高估, regime-specific, cross-family-pattern-n3	直接跑不可变快照的子窗（study-schema §3 允许 2022–2024 内任意子窗），零变体风险。⚠ 反解是方向性近似非恒等（子窗从空仓重建状态、回看期重新预热；[[多因子ML]] 同型残差实测 +1.98pp）。⚠ 读数纪律：子窗 annual 不与两年期 56.67% 同量纲，子窗 sharpe 1.41 / 描述性 obj 0.1369 绝不与 0.4814 排名。跨家族：与 [[多因子ML]] q-4（3.3×，2022）、[[打板短线]] q-3（2022 +442%/2023 ≈ −3.35%）同向，n=3 记作待检假设，共同外因（2022 熊市对微盘/跨资产 ETF 风格普遍友好）未排除。自身：win 62.69%(84W/50L, 134 笔) / P/L 1.684 / 持仓 44.26d / turnover 0.1367 / beta 0.197 / vol 0.1342
q-2	isolate	第 119 行 → [1,0,0,0]：纯小市值腿满仓	obj 0.5984 gate PASS（> 混合 0.4814，+0.1170）/ sharpe 2.85（vs 3.17）/ annual 72.45%（vs 56.67）/ maxDD 12.61%（vs 8.53）/ turnover 0.0751（全策略最低）/ beta 0.4036 / vol 0.2505	train 2022-01-01→2023-12-31 (729d)	被记在「七星高照」名下的头条主要由小市值腿承载：它单独满仓 obj 0.5984 过闸并高于混合，而同名腿单独 DQ；两条证伪项（sharpe≥3.17 或 maxDD≤10%）均未触发，即混合确实带来了分散收益 —— 混合 sharpe 3.17 超过两条单腿(2.85/1.60)且混合 vol 0.1732 低于两条单腿(0.2505/0.2251)，是 sharpe 超可加的可测指纹	high	⚠零滑点高估, isolate-scale-2x, label-contradiction	cp baseline.py → variants/q-2.py 单行改 119；第 2873 行 proportion[2]>0 守卫跳过 ETF轮动腿 3 个调度（预期内）。权重和 1.0 全额投资，无 idle-cash 混淆 —— 这套 isolate-to-1.0 设计相对 [[多因子ML]] drop-one 的正面改进（那边每条 Δ 都混着闲置现金复利损失、ΔmaxDD 约 −0.04~−0.07pp/闲置权重点）。⚠ 超可加的来源在一次实验内不可分离：低相关分散 vs 再平衡棘轮（两腿都按全局 total_value×权重 定仓、无子账户、不归一化，赢钱腿持续给另一腿喂仓位），并列不裁决。⚠ 换手先验被反转：q-1 0.1884 > 混合 0.1330 > q-2 0.0751，高换手的是 ETF轮动腿而非微盘腿（持仓期几乎相同 57.15d vs 60.38d）；但每单位换手的成本方向相反（微盘价差/冲击、¥5 最低佣金摊在小票上），故 0.5984 不可读作可实现，+0.1170 这个差是最受非零滑点纪元冲击的数字。自身：win 66.67%(90W/45L, 135 笔) / P/L 2.866 / 回撤窗 2022-06-28→07-06（9 天事件）
q-3	ablation	第 150 行 g.avoid_trade_april = True → False：关掉 1/4 月「小市值腿整体转持 511880.XSHG 银华日利货币ETF」的日历规则	obj 0.4814→0.4085（−0.0729，闸仍 PASS：sharpe 2.82 ≥ 2.5）/ sharpe 3.17→2.82（−0.35）/ annual 56.67→53.68%（−2.99pp）/ total 145.14→135.90%（−9.24pp）/ maxDD 8.53→12.83%（+4.30pp）/ 回撤窗 2023-09-25→10-23 → 2022-03-23→04-26	train 2022-01-01→2023-12-31 (729d)	该日历规则实测是真实的回撤压制器：证伪项要求「maxDD 抬升 <1.5pp」与「|Δannual| <3pp」两条同时成立，第一条以 +4.30pp 明确为假（第二条 2.99pp 险些成立），两条皆需故未触发。但假设在收益方向上被反证 —— 预测关掉会 +2~+8pp 年化（安全换收益的常见取舍），实测 −2.99pp：在 TRAIN 上这条规则同时是回撤压制器与轻度收益增益项，它剔除的是一段收益与回撤双输的 1/4 月微盘持仓（交易 317→332 笔，多出的 15 笔里 14 笔是亏损单，赢 223→224 / 亏 94→108）。机理旁证独立于量级：最深回撤窗从 q-5 确立的 2023-09-25→10-23（ETF轮动腿秋季事件）迁移到 2022-03-23→04-26 的一次四月微盘杀跌 —— 消融不是加深既有 episode，而是在规则本要躲开的月份里造出一个新的、更深的 episode	high	⚠零滑点高估, overfit-suspect, cross-family-replication, diluted-50pct	cp baseline.py → variants/q-3.py 单行改第 150 行。传导由 grep 核实（非重新推导）：g.trading_signal = False 只在 153/617/827 三处被赋值，三处全部由 g.avoid_trade_april 守卫（152/616/824），故旗标关掉后 trading_signal 恒 True，第 898 行买 511880 与第 943 行 close_account 的空仓分支恒不触发。⚠ 无 idle-cash 混淆：两侧资金占用完全相同，只改持有什么（微盘 ↔ 511880），turnover 几乎不变（0.1330→0.1313）= 持仓成分变化而非降杠杆。⚠ 措辞纪律：这是「日历驱动的 微盘→货币ETF 转持」，是真正的降险，既不是「转现金」，也不同于 [[多因子ML]] 的「微盘→大盘银行股 轮动」。⚠ 零滑点方向性：消融侧在 1/4 月持的是微盘而非货币 ETF，故 q-3 是真实成本更高的一臂，非零滑点纪元下会进一步劣化 —— 测得的 −2.99pp / +4.30pp 是该规则真实收益的下界。⚠ overfit-suspect：TRAIN 内只有 n=4 次触发（2022-01 / 2022-04 / 2023-01 / 2023-04）。⚠ 稀释：效应只作用在 50% 权重的小市值腿上，稀释系数是假设而非实测。跨家族判别（本轮最有价值产物）：[[多因子ML]] q-3 同类日历规则的替代标的是 600036.XSHG 招商银行（大盘银行、该窗自身在涨、作用于全策略），测得 ΔmaxDD +3.78pp / Δtotal −19.34pp；本家族替代标的是 511880.XSHG 货币 ETF（≈现金、近零 beta、只作用于 50% 权重的一条腿），测得 ΔmaxDD +4.30pp / Δtotal −9.24pp。读法：回撤控制那一半复制成功 —— 在稀释、且替代标的只能赚货币收益（不可能「选中赢家」）的条件下仍得到可比甚至略大的 ΔmaxDD，故该 ΔmaxDD 只能归因于日历驱动的降险；收益那一半则呈标的特异（−19.34pp vs −9.24pp），与「多因子ML 的收益缺口里有相当一部分其实是 600036 自身的上涨」一致 —— 那正是该家族结构上无法自证的混淆（它只有一个替代标的）。⚠ 不可过度解读：单一配对观测、n=4、两家族的差异不止替代标的（选股域/定仓/腿结构），稀释系数未测。干净后续：把本消融叠在 q-2 的纯小市值 isolate（满权重）之上，已登记为 study-legal 设计、未跑。自身：win 67.47%(224W/108L, 332 笔) / P/L 2.241 / 持仓 60.53d / turnover 0.1313 / beta 0.3517 / vol 0.1835
q-4	ablation	第 339 行 g.enable_premium_filter = True → False，叠在 q-1 的纯七星 isolate [0,0,1,0] 之上（对照 = q-1，非 baseline；q-1.py→q-4.py 恰一行 339，baseline.py→q-4.py 恰两行 119/339）	(vs q-1 isolate, 非 baseline) Δ = 0.00 于每一个指标，且回收的 stats payload 与 q-1 逐位相同（不只是打印小数位）：algorithm_return 0.91709551624001 / sharpe 1.5972043441211 / max_drawdown 0.17189615416838 / 回撤窗 2023-09-15→12-11 / turnover_rate 0.18837721023183 / win_ratio 0.51685393258427（46W/43L, 89 笔）/ profit_loss_ratio 1.9321514672779 / avg_position_days 60.375 / beta 0.14004671529775 / vol 0.22512268707976；objective 仍 DQ（sharpe 1.60 < 2.5），SUMMARY train 91.71 / 38.52 / 1.60 / 17.19	train 2022-01-01→2023-12-31 (729d)	V1.6 版本头部注释里的招牌新功能「增加溢价率过滤」在 TRAIN 上完全惰性：484 个交易日里没有一笔交易因它而改变。三条预注册分支中 (B) 完全惰性成立，(A) 0.20 阈值绑定 与 (C) premium is None 净值可得性闸门 同时被证伪 —— 关掉开关会一次性放进「溢价 > 0.20」与「净值缺失」两类候选，而结果是精确恒等，故两条剔除路径在本窗内都从未触发；这正是精确恒等（而非小 Δ）带来的额外分辨力，提问官担心的「B/C 一次实验分不清」在恒等结果下自动消解	high	⚠零滑点高估（只影响水平不影响零 Δ）, exact-null, narrative-vs-mechanism, scope-capital-independent	cp variants/q-1.py → variants/q-4.py 单行改 339；diff 已核（q-1→q-4 一行、baseline→q-4 两行）。不是死代码：get_target_etfs_16（第 1264 行）是 strategy_3_buy 与卖出侧 target_set 的唯一目标来源，且该 isolate 实际成交 89 笔，任何一次剔除都会改变目标列表（continue → 下一名 ETF，或列表变短改变 val_per）从而使轨迹分叉 —— 故这是被执行过的测定，不是未走到的分支。机理解释（读源码）：活跃池 g.etf_pool_3（第 239 行）只有 7 只（518880 黄金 / 159985 豆粕 / 501018 南方原油 / 161226 白银LOF / 513100 纳指 / 159915 创业板 / 511220 城投债），g.holdings_num = 1（第 302 行），故每个调仓日只筛 1 只（动量第一名），约 484 次评估；其中三只是 QDII/跨境（确会出现溢价），但 20% 是狂热级事件，2022–2023 内从未与「该标的恰好动量第一」同时发生 —— 作者自己第 340 行的注释「七星1.6源码写的是 0.20/20%，通常建议设为 0.02 或 0.03」被实测印证。卖出侧不对称已核（1383–1387 行 `if premium and premium > threshold`，None 为假故不强卖），此处同样惰性（持仓完全相同）。⚠ 范围（比通常的 isolate 结论强）：get_target_etfs_16 是 capital-independent 的（只读动量排名、min_score_threshold、溢价），选出的 ETF 集合在任何 portfolio_value_proportion[2] 下都相同，故该过滤器在基线 50% 权重下的惰性是「按构造推得」而非「按量级外推」；唯一可能不同的路径是卖出侧强卖，而它需要持仓不同、但持仓恒等。措辞纪律：measured 于 [0,0,1,0]，inferred from source 于混合。⚠ 零滑点只影响水平（91.71 / 38.52），不影响一个恒为零的 Δ。成本侧事实：该过滤器每个候选每个调仓日仍要多做一次 get_price + get_extras/finance.run_query。未打包（正确不捆绑）：g.premium_threshold 0.20 → 0.02 的判别性 sweep —— 其解读现在比原计划更干净，因 None 闸门已被证明惰性，任何 Δ 都只能归因于溢价幅度
q-e6-0	re-measure	base 19ca0e69（七星 V1.7）原样 + epoch-6 OVERRIDE（study/七星高照/baseline-e6.py）	Δ epoch 2 → 6: annual 32.72→28.79 (−3.93pp) / sharpe 1.33→1.21 / maxdd 18.60→16.27 (−2.33pp) / objective 0.1412→0.1252 (−0.0160)；total 65.75%；年度拆分（曲线）2022 total 50.97 maxdd 14.68 sharpe~1.77，2023 total 9.75 maxdd 16.27 sharpe~0.39	train 2022-01-01→2023-12-31 (729d)	纯七星 V1.7 在 epoch-6 台上几乎没被 pin 伤到（年化只少 3.9pp，回撤还小了 2.3pp），objective 0.1252、sharpe 1.21，不过 1.5 闸。预注册证伪项（obj < 0.05 或 sharpe < 1.0）未触发。但两年极不均衡：2022 赚 51%，2023 只赚 9.75%（sharpe~0.39），全窗最深回撤落在 2023	high	⚠零滑点台, regime-specific(2022), hypothesis-not-falsified	冻结台 epoch 6，一次跑完 43s。旧 study 基线 baseline.py = 406a1e4d 三马+七星16 混合 [0.5,0,0.5,0]，其 ETF 腿是 V1.6，不是本 base	本族基线是一个「2022 年的策略」：之后任何 Δ 都必须拆年度看，只在 2022 成立的改进不算 on-mechanism。旧 study 的 0.4814 / q-1..q-5 全部作废为本族基线（它们测的是 406a1e4d 小市值混合），本轮所有 Δ 以 0.1252 为基线。与 [[五福闹新春]] 被 pin 吃掉 32pp 相反，七星几乎不受成本影响，说明它换手低——降换手类 improve 在本族没有空间，不排队	q-e6-1, q-e6-2, q-e6-3, q-e6-4, q-e6-5	动量
q-e6-1	edge-test	get_ranked_etfs: etf_metrics.sort reverse=True→False（variants/q-1_invert-rank.py，单行 diff）＝持通过全部滤波的得分最低者	Δ vs baseline-e6: annual 28.79→6.43 (−22.36pp, 保留 22%) / sharpe 1.21→0.18 / maxdd 16.27→18.33 (+2.06pp) / objective 0.1252→−0.1190 (−0.2442)；日收益相关 0.31；年度 2022 total 50.97→2.77 (maxdd 17.07)，2023 total 9.75→10.18 (maxdd 7.04)	train 2022-01-01→2023-12-31 (729d)	反排后年化只剩 base 的 22%，objective 变负，预注册证伪项（反排年化 ≥ 75%）远未触发——与 [[五福闹新春]]（反排保留 78%）相反，七星的 7 只池里选第一名是有信息的。但这份信息全部在 2022：2022 base 赚 51%、反排赚 2.8%；2023 反排 10.18% 反而略好于 base 9.75%，且回撤只有 7%	med	⚠零滑点台, edge-measured, regime-specific(2022-only), confound: 反排持的是通过「得分>0 且 10 日收益>0」滤波的最弱者，仍是正趋势资产，故这是「正趋势池内排序」的检验	冻结台 epoch 6，完成。反排的 sell 侧 target 同样取 ranked[:1]，买卖一致。2023 的持平说明 edge 不是全窗现象	动量 edge 从 proposed 升为 measured，但收窄为「2022 单年」：在 2023 排序不带信息，反排持的是完全不同的资产（相关 0.31）却赚得一样多。这开出一个必须先答的问题——2022 的截面动量是不是只是「一路持有某一只大涨资产（原油/豆粕）」：若是，edge 是一次事后可见的商品牛市而非可重复的动量，需看 q-e6-3（持全部合格者）与 2022 的持仓集中度。它同时说明排序相关的 improve（调 lookback、R² 乘子）只能在 2022 找到证据，不单独排队	q-e6-3	动量
q-e6-2	edge-test	min_score_threshold 0→−1e9 且 use_short_momentum_filter True→False（variants/q-2_no-trend-gate.py，同一概念两行）＝不要求正趋势，总持池内得分第一者；3 日跌幅排除与盈利保护照旧可把它送进 511880	Δ vs baseline-e6: annual 28.79→39.33 (+10.54pp) / sharpe 1.21→1.70（过 1.5 闸）/ maxdd 16.27→20.44 (+4.17pp) / objective 0.1252→0.1889 (+0.0637)；total 93.95%；日收益相关 0.91；年度 2022 total 50.97→47.60 (maxdd 14.68→20.44)，2023 total 9.75→31.37 (maxdd 16.27→7.93)	train 2022-01-01→2023-12-31 (729d)	关掉正趋势闸门后 objective 不降反升 +0.064、sharpe 升到 1.70 过闸。预注册证伪项（Δobj > −0.05）触发，趋势择时 edge 证伪。闸门在 2022 买到了回撤（maxDD 20.4→14.7，收益几乎不变），但在 2023 把收益从 31% 砍到 9.75%：2023 里它反复把本该持有的第一名踢进货币 ETF。两本书相关 0.91，差别集中在闸门触发的那些日子	high	⚠零滑点台, edge-refuted, bundled: 两个正趋势条件一起关，未拆, 2022 maxdd 恶化 +5.76pp（回撤窗换到 2022）	冻结台 epoch 6，完成。闸门两部分：get_ranked_etfs 的 score > min_score_threshold（25 日加权斜率年化×R² > 0）与 10 日年化收益 > 0。无合格者时 base 持 511880	趋势择时 edge 关闭（refuted）：本族的收益不来自「没趋势就躲」，与 [[五福闹新春]] 恰好相反（五福的收益只来自择时切池）。这直接开出一个 improve：去掉/放宽正趋势闸门本身就是一个过闸候选（sharpe 1.70），但它的代价是 2022 回撤 +5.8pp，必须先弄清闸门里是哪一半（score>0 还是 10 日收益>0）在 2023 误杀——拆开测，只保留在两年都不伤的那一半；并且 q-e6-1 的动量 edge 必须在无闸门版上复核，因为 2023 的赚钱正来自「持第一名不躲」	q-e6-6, q-e6-7, imp-1	趋势择时
q-e6-3	isolate	holdings_num 1→7（variants/q-3_hold-all.py，单行 diff）＝等权持有全部通过滤波的 ETF	Δ vs baseline-e6: annual 28.79→18.44 (−10.35pp, 保留 64%) / sharpe 1.21→1.13 / maxdd 16.27→10.75 (−5.52pp) / objective 0.1252→0.0769 (−0.0483)；日收益相关 0.78；年度 2022 total 50.97→22.06，2023 total 9.75→14.93	train 2022-01-01→2023-12-31 (729d)	把钱摊到全部合格 ETF 上，年化少三分之一多、回撤少 5.5pp，objective 降 0.048。预注册证伪项（年化 ≥ base 的 90%）未触发：集中持第一名确实是收益来源。损失全在 2022（51→22），2023 等权反而多赚（9.75→14.93）	high	⚠零滑点台, isolate, holdings_num=7 时仍受同一套滤波与 511880 兜底	冻结台 epoch 6，完成	「持全部合格者」这个分散方向关闭：它用收益换回撤，objective 净降。与 q-e6-1 合读，第一名 > 合格者平均 > 最后一名在 2022 清晰单调，说明排序在 2022 有信息；2023 的反常（等权与反排都好于 base）指向 base 的闸门在 2023 误伤第一名，而不是排序失效——由 q-e6-8 在无闸门版上复核	q-e6-8	动量
q-e6-8	edge-test	q-2_no-trend-gate + sort reverse=False（variants/q-8_invert-no-gate.py）；对照 = q-e6-2（无闸门版），非 baseline	Δ vs q-e6-2: annual 39.33→16.60 (−22.73pp, 保留 42%) / sharpe 1.70→0.62 / maxdd 20.44→13.68 / objective 0.1889→0.0292 (−0.1597)；日收益相关 0.06；年度 2022 total 47.60→17.53，2023 total 31.37→15.82	train 2022-01-01→2023-12-31 (729d)	在不躲闪的书上把排序反过来，年化只剩 42%，且两年都一样：2022 47.6→17.5、2023 31.4→15.8。预注册证伪项（≥ 75%）未触发。两本书日收益几乎不相关（0.06），持的是完全不同的资产。即使持池内最弱者也能赚约 16%/年——池子本身有正漂移，动量在它之上再加约 23pp	high	⚠零滑点台, edge-measured, hindsight-pool: 反排仍赚 16%/年，池子贡献了底	冻结台 epoch 6，完成。无闸门下反排持池内得分最低者（可为负趋势），只受 3 日跌幅与盈利保护过滤	动量 edge 由「仅 2022」改为两年都成立：q-e6-1 在 2023 看到的「排序无信息」是闸门把第一名踢进货币 ETF 造成的假象，不是动量失效。这确立本族的 improve 先验——on-mechanism 的方向是让资金更多时间留在第一名上（放宽/去掉误杀第一名的滤波），off-mechanism 的是加择时或分散。同时池本身约 16%/年的底 表明 7 只资产是事后可见的好池（黄金/纳指/原油在 2022–23 都有大行情），VAL 读数须带这条	q-e6-6, q-e6-7	动量
q-e6-6	ablation	min_score_threshold 0→−1e9（variants/q-6_no-score-gate.py，单行 diff）＝只关 25 日得分 > 0 要求，10 日过滤保留	Δ vs baseline-e6: annual 28.79→29.68 (+0.89pp) / sharpe 1.21→1.26 / maxdd 16.27→15.45 (−0.82pp) / objective 0.1252→0.1423 (+0.0171)；日收益相关 0.996；年度 2022 total 50.97→51.06，2023 total 9.75→11.21	train 2022-01-01→2023-12-31 (729d)	只关 25 日得分闸门几乎不改变任何东西（相关 0.996，Δobj +0.017）。预注册（Δobj < +0.02）成立：得分 > 0 这道闸门基本被 10 日过滤覆盖，很少单独起作用	high	⚠零滑点台, near-inert	冻结台 epoch 6，完成	25 日得分闸门这个旋钮关闭——去掉或调它都不会动结果；q-e6-2 的全部效应归到 10 日短期动量过滤上（见 q-e6-7），后续 improve 只在那一个部件上做	none	趋势择时
q-e6-7	ablation	use_short_momentum_filter True→False（variants/q-7_no-short-filter.py，单行 diff）＝只关「10 日年化收益 > 0」过滤	Δ vs baseline-e6: annual 28.79→39.36 (+10.57pp) / sharpe 1.21→1.71（过闸）/ maxdd 16.27→20.44 (+4.17pp) / objective 0.1252→0.1892 (+0.0640)；total 94.03%；与 q-e6-2 几乎逐位相同（39.33/1.70/20.44）；年度 2022 total 50.97→47.60 (maxdd 14.68→20.44)，2023 total 9.75→31.42 (maxdd 16.27→7.89)	train 2022-01-01→2023-12-31 (729d)	只关 10 日短期过滤就复现了 q-e6-2 的全部效应（+0.064，sharpe 1.71）。预注册（Δobj ≥ +0.04）成立：本族正趋势闸门的作用全部来自这条 10 日过滤。它在 2022 以不变的收益买到了 5.8pp 回撤，在 2023 砍掉了 21pp 收益	high	⚠零滑点台, component-measured, 2022 回撤窗换到 2022、+5.76pp	冻结台 epoch 6，完成。10 日过滤：price[-1]/price[-11]−1 年化 < 0 即从排名剔除	10 日过滤是本族唯一有量级的择时部件，且净为负。这开出本轮唯一的 improve 方向：去掉它（imp-1 = q-e6-7 本身，sharpe 1.71 过闸）或把它放慢到只在真正的下跌段咬合（imp-2：short_lookback_days 10→20）。判据必须拆年度：只在 2023 加分、同时把 2022 回撤推深的改动，是用一个年份的收益换另一个年份的风险，不是改进	imp-1, imp-2	趋势择时
q-e6-4	ablation	enable_profit_protection True→False（variants/q-4_no-profit-protection.py，单行 diff）＝关掉「较昨日最高价回撤 5% 即卖并从排名剔除」	Δ vs baseline-e6: annual 28.79→31.45 (+2.66pp) / sharpe 1.21→1.34 / maxdd 16.27→15.60 (−0.67pp) / objective 0.1252→0.1585 (+0.0333)；日收益相关 0.991；年度 2022 total 50.97→49.64，2023 total 9.75→15.35 (maxdd 16.27→11.87)	train 2022-01-01→2023-12-31 (729d)	V1.7 的招牌盈利保护不是回撤压制器：关掉它回撤反而少 0.7pp、年化多 2.7pp，objective +0.033，改善几乎全在 2023。预注册「maxDD +2pp 以上」被证伪，惰性判据（|Δannual| < 2pp 且 |ΔmaxDD| < 1pp）也未成立——它是一个轻度净负的部件	med	⚠零滑点台, hypothesis-falsified, 小量级（相关 0.991，只在 2023 可见）	冻结台 epoch 6，完成。盈利保护在 11:00 检查，并在排名计算里再检查一次	盈利保护与 10 日过滤是同一类东西：把第一名从持仓里踢出去的滤波，在本族都是净负。这把 improve 先验收紧为「减少对第一名的误杀」，并开出 imp-3：在 imp-1（无 10 日过滤）上再关盈利保护，检验两者是否叠加；若不叠加，盈利保护只是 10 日过滤误杀的同一批日子	imp-3	动量
q-e6-5	ablation	g.loss 0.97→0.0（variants/q-5_no-loss-filter.py，单行 diff）＝关掉「近 3 日有单日跌幅 > 3% 即从排名剔除」	Δ vs baseline-e6: annual 28.79→21.92 (−6.87pp) / sharpe 1.21→0.92 / maxdd 16.27→16.67 (+0.40pp) / objective 0.1252→0.0525 (−0.0727)；日收益相关 0.956；年度 2022 total 50.97→37.64，2023 total 9.75→7.91	train 2022-01-01→2023-12-31 (729d)	3 日跌幅排除是本族唯一明确净正的滤波：关掉它 objective 降 0.073，两年都降（2022 −13pp、2023 −1.8pp），回撤几乎不变。预注册的机理（回撤压制器）不对——它保的是收益而不是回撤：躲开刚刚急跌过的资产，避免在急跌后的续跌里持有	high	⚠零滑点台, hypothesis-falsified(机理), component-measured	冻结台 epoch 6，完成	跌幅排除保留，不在 improve 里动它（去掉或放宽都是负方向，关闭）。它与 10 日过滤对照鲜明：同是短期过滤，只看「单日急跌」的保住收益，看「10 日方向」的误杀第一名——说明 improve 若要替换 10 日过滤，替代物应当是事件型（急跌）而非方向型；把 10 日窗口拉长（imp-2）仍是方向型，预期不如直接去掉	imp-2	动量
imp-1	improve	use_short_momentum_filter True→False（enhance/candidates/qixing-imp-1.py，与 variants/q-7 相同，不重跑）	Δ vs baseline-e6 (= q-e6-7): objective 0.1252→0.1892 (+0.0640) / sharpe 1.21→1.71 / maxdd 16.27→20.44；分年 objective（total−maxdd）2022 36.29→27.16 (−9.13)，2023 −6.52→23.53 (+30.05)	train 2022-01-01→2023-12-31 (729d)	全窗 objective +0.064 且过 1.5 闸，但按预注册的分年判据不合格：2022 的分年 objective 从 36.3 降到 27.2（收益少 3.4pp、回撤深 5.8pp），全部改善来自 2023	med	⚠零滑点台, year-tradeoff, gate-pass-but-rejected	判据在 q-e6-7 记录时预注册（「只在 2023 加分、同时把 2022 回撤推深的改动不是改进」）	不采纳（rejected）：它是拿 2022 的回撤换 2023 的收益，两年 TRAIN 只能说明这笔交换在这两年划算，不能说明过滤本身无用；而 VAL 只有一次，不足以裁决年份交换。这关闭「直接去掉 10 日过滤」作为 VAL 候选，留下的开放问题是 2022 那 5.8pp 回撤由哪几次持仓造成——需要持仓级数据，不是再一次整体回测	none	动量
imp-2	improve	short_lookback_days 10→20（enhance/candidates/qixing-imp-2.py，单行 diff）	Δ vs baseline-e6: annual 28.79→36.89 / sharpe 1.21→1.53 / maxdd 16.27→20.19 / objective 0.1252→0.1670 (+0.0418)；vs imp-1 −0.0222；年度 2022 total 57.44 maxdd 20.19，2023 total 18.88 maxdd 11.10	train 2022-01-01→2023-12-31 (729d)	把 10 日过滤放慢到 20 日，objective 介于 base 与 imp-1 之间（0.1670 < 0.1892），且没有躲开 2022 的下跌段（2022 maxDD 20.19）。预注册的两条（obj > imp-1、2022 maxDD < 18%）都没达成	med	⚠零滑点台, hypothesis-falsified, interpolation	冻结台 epoch 6，完成	方向型过滤调窗口这个旋钮关闭：拉长窗口只是在「去掉过滤」与「原过滤」之间插值，既不保住 2022 的回撤，也拿不全 2023 的收益——与 q-e6-5 的读法一致，若要替换 10 日过滤，替代物应是事件型（急跌）而非另一个方向窗口	none	动量
imp-3	improve	imp-1 + enable_profit_protection False（enhance/candidates/qixing-imp-3.py）；对照 = imp-1	Δ vs imp-1: annual 39.36→39.33 / sharpe 1.71→1.70 / maxdd 20.44→20.59 / objective 0.1892→0.1874 (−0.0018)；日收益相关 0.992	train 2022-01-01→2023-12-31 (729d)	在无 10 日过滤的书上再关盈利保护几乎没有变化（Δobj −0.002）。预注册证伪项（|Δ| < 0.01）触发：两个滤波不叠加	high	⚠零滑点台, hypothesis-falsified, non-additive	冻结台 epoch 6，完成	盈利保护单独 +0.033（q-e6-4）的收益与 10 日过滤误杀的是同一批日子——去掉 10 日过滤后它不再有可省的东西，这个旋钮在任何候选上都关闭	none	动量
